0,1
1,2
2,3
3,4
4,6
5,8
6,9
7,15
8,16
9,17
10,18
11,19
12,21
13,24
14,26
15,27
16,29
17,30
18,31
19,32
20,33
21,34
22,36
23,37
24,38
25,41
26,42
27,44
28,45
29,46
30,48
31,49
32,51
33,52
34,54
35,56
36,58
37,59
38,60
39,61
40,62
41,63
42,65
43,67
44,68
45,69
46,73
47,74
48,75
49,76
50,77
51,78
52,79
53,80
54,83
55,84
56,85
57,87
58,88
59,89
60,90
61,91
62,92
63,93
64,94
65,95
66,96
67,97
68,98
69,99
70,100
71,101
72,102
73,103
74,104
75,105
76,106
77,107
78,108
79,109
80,110
81,111
82,112
83,113
84,114
85,115
86,116
87,118
88,119
89,120
90,121
91,124
92,125
93,126
94,127
95,128
96,129
97,130
98,134
99,135
100,136
101,137
102,138
103,141
104,142
105,143
106,145
107,147
108,148
109,149
110,150
111,151
112,152
113,153
114,154
115,155
116,156
117,157
118,158
119,160
120,161
121,162
122,163
123,164
124,165
125,166
126,167
127,170
128,172
129,173
130,175
131,176
132,177
133,178
134,179
135,180
136,181
137,182
138,183
139,184
140,185
141,186
142,187
143,188
144,189
145,191
146,192
147,193
148,194
149,195
150,196
151,197
152,198
153,199
154,200
155,202
156,203
157,205
158,206
159,207
160,208
161,209
162,211
163,212
164,213
165,214
166,215
167,216
168,217
169,218
170,219
171,220
172,221
173,222
174,223
175,226
176,227
177,228
178,230
179,231
180,232
181,233
182,236
183,237
184,238
185,239
186,240
187,241
188,242
189,243
190,245
191,246
192,247
193,248
194,249
195,250
196,252
197,257
198,258
199,263
200,264
201,266
202,267
203,269
204,270
205,271
206,273
207,274
208,275
209,276
210,278
211,279
212,280
213,281
214,282
215,283
216,284
217,285
218,286
219,287
220,289
221,290
222,291
223,292
224,293
225,294
226,295
227,297
228,298
229,300
230,301
231,302
232,303
233,304
234,305
235,306
236,307
237,308
238,309
239,314
240,315
241,316
242,317
243,319
244,320
245,321
246,322
247,324
248,325
249,326
250,327
251,328
252,329
253,330
254,331
255,332
256,333
257,334
258,335
259,336
260,337
261,342
262,343
263,344
264,345
265,346
266,347
267,348
268,349
269,352
270,353
271,354
272,355
273,356
274,357
275,359
276,360
277,361
278,362
279,363
280,365
281,368
282,370
283,371
284,372
285,374
286,375
287,376
288,377
289,378
290,380
291,381
292,382
293,383
294,384
295,386
296,387
297,388
298,389
299,391
300,392
301,394
302,395
303,396
304,398
305,400
306,401
307,402
308,403
309,404
310,405
311,406
312,407
313,408
314,409
315,410
316,411
317,412
318,413
319,414
320,415
321,416
322,419
323,420
324,421
325,424
326,425
327,426
328,427
329,428
330,429
331,430
332,431
333,432
334,433
335,434
336,436
337,437
338,438
339,439
340,440
341,441
342,442
343,443
344,444
345,445
346,448
347,449
348,450
349,451
350,452
351,453
352,454
353,455
354,456
355,457
356,458
357,460
358,461
359,462
360,463
361,464
362,465
363,466
364,467
365,468
366,469
367,470
368,471
369,472
370,473
371,475
372,476
373,477
374,478
375,479
376,480
377,481
378,483
379,484
380,489
381,491
382,492
383,493
384,494
385,495
386,496
387,497
388,500
389,501
390,502
391,503
392,504
393,505
394,506
395,507
396,508
397,509
398,510
399,511
400,512
401,513
402,515
403,516
404,517
405,518
406,519
407,520
408,522
409,523
410,525
411,526
412,527
413,529
414,530
415,531
416,533
417,534
418,535
419,536
420,537
421,538
422,539
423,541
424,543
425,544
426,545
427,546
428,547
429,548
430,551
431,553
432,555
433,556
434,558
435,560
436,561
437,562
438,563
439,564
440,565
441,566
442,567
443,568
444,569
445,570
446,571
447,572
448,573
449,574
450,576
451,577
452,578
453,579
454,580
455,581
456,582
457,583
458,585
459,588
460,589
461,590
462,591
463,592
464,593
465,594
466,595
467,597
468,598
469,599
470,600
471,601
472,604
473,608
474,611
475,612
476,614
477,615
478,616
479,617
480,619
481,620
482,621
483,622
484,623
485,624
486,625
487,627
488,628
489,629
490,632
491,633
492,634
493,635
494,638
495,639
496,641
497,642
498,647
499,649
500,651
501,652
502,653
503,654
504,655
505,656
506,657
507,658
508,659
509,660
510,661
511,662
512,663
513,664
514,665
515,666
516,667
517,668
518,669
519,672
520,673
521,674
522,675
523,676
524,677
525,678
526,679
527,680
528,681
529,683
530,684
531,685
532,686
533,687
534,688
535,689
536,690
537,691
538,692
539,693
540,694
541,695
542,696
543,697
544,698
545,699
546,700
547,701
548,702
549,703
550,704
551,705
552,706
553,707
554,708
555,709
556,710
557,711
558,712
559,714
560,715
561,717
562,720
563,721
564,722
565,723
566,724
567,725
568,726
569,729
570,731
571,732
572,733
573,734
574,737
575,738
576,739
577,740
578,741
579,742
580,743
581,744
582,745
583,746
584,747
585,748
586,749
587,750
588,751
589,753
590,754
591,755
592,756
593,757
594,758
595,759
596,760
597,762
598,763
599,764
600,765
601,766
602,767
603,768
604,769
605,770
606,771
607,772
608,773
609,774
610,776
611,777
612,778
613,781
614,783
615,784
616,785
617,787
618,788
619,789
620,790
621,791
622,792
623,793
624,794
625,795
626,801
627,803
628,804
629,805
630,806
631,807
632,808
633,809
634,812
635,813
636,814
637,815
638,816
639,819
640,820
641,822
642,823
643,824
644,825
645,826
646,827
647,828
648,829
649,830
650,831
651,832
652,833
653,834
654,835
655,836
656,838
657,839
658,840
659,841
660,842
661,843
662,844
663,845
664,846
665,847
666,849
667,850
668,851
669,852
670,853
671,854
672,855
673,857
674,858
675,859
676,860
677,861
678,862
679,864
680,865
681,866
682,867
683,868
684,869
685,870
686,871
687,872
688,873
689,874
690,875
691,878
692,879
693,880
694,881
695,882
696,883
697,884
698,885
699,886
700,888
701,889
702,890
703,891
704,894
705,895
706,896
707,897
708,899
709,900
710,902
711,903
712,904
713,905
714,906
715,907
716,909
717,910
718,911
719,913
720,914
721,915
722,916
723,918
724,920
725,921
726,922
727,923
728,924
729,925
730,926
731,928
732,929
733,930
734,931
735,933
736,934
737,935
738,936
739,937
740,938
741,939
742,940
743,941
744,942
745,943
746,944
747,945
748,947
749,948
750,949
751,952
752,953
753,954
754,957
755,958
756,959
757,960
758,961
759,962
760,963
761,964
762,965
763,966
764,967
765,968
766,969
767,970
768,971
769,972
770,973
771,974
772,975
773,978
774,979
775,980
776,981
777,982
778,985
779,987
780,988
781,989
782,990
783,991
784,992
785,993
786,995
787,997
788,998
789,999
790,1000
791,1001
792,1003
793,1004
794,1005
795,1007
796,1008
797,1010
798,1011
799,1012
800,1013
801,1014
802,1015
803,1016
804,1017
805,1018
806,1019
807,1020
808,1021
809,1023
810,1024
811,1026
812,1027
813,1028
814,1029
815,1030
816,1031
817,1032
818,1033
819,1034
820,1035
821,1036
822,1037
823,1038
824,1039
825,1041
826,1042
827,1043
828,1044
829,1045
830,1049
831,1051
832,1052
833,1053
834,1054
835,1055
836,1057
837,1058
838,1059
839,1060
840,1061
841,1062
842,1063
843,1064
844,1065
845,1066
846,1067
847,1068
848,1069
849,1070
850,1072
851,1073
852,1074
853,1075
854,1076
855,1077
856,1078
857,1079
858,1080
859,1081
860,1082
861,1083
862,1084
863,1085
864,1086
865,1087
866,1088
867,1090
868,1091
869,1092
870,1093
871,1095
872,1096
873,1097
874,1098
875,1099
876,1100
877,1101
878,1102
879,1103
880,1104
881,1106
882,1107
883,1108
884,1110
885,1111
886,1112
887,1113
888,1114
889,1116
890,1117
891,1118
892,1119
893,1120
894,1123
895,1124
896,1125
897,1126
898,1127
899,1128
900,1129
901,1130
902,1132
903,1133
904,1134
905,1135
906,1136
907,1137
908,1138
909,1139
910,1140
911,1141
912,1142
913,1143
914,1144
915,1145
916,1147
917,1148
918,1149
919,1153
920,1154
921,1155
922,1157
923,1158
924,1159
925,1160
926,1161
927,1163
928,1165
929,1166
