g,imp_sumup_norm,I,LLR,n_cells_by_counts_norm
HPCA,0.75174344,0.4107938674879977,4648.343576292296,0.3703047700482502
TERT,0.0021637431,-5.8872518531784217e-05,4371.016038487454,6.107616197398156e-05
GM19684,0.0023273032,-0.0001159739443165,3613.740856371034,0.00012215232394796312
NRGN,0.7880183,0.3775410313364672,3484.6788047756418,0.3437366395895682
GM10640,0.002368421,-0.0003147361081719,3276.9694581083318,0.0003053808098699078
CRYM,0.6302793,0.3210213607455204,3158.0176719054525,0.12844316863128322
PCP4,1.7314881,0.4025181038667447,3060.304089767931,0.4264948390643132
PPP3CA,0.69303304,0.3001539219394012,3042.7127861551853,0.5038783362853478
GM12511,0.002367458,-0.0001206326451928,2979.349485204526,0.00012215232394796312
NEUROD6,0.2819599,0.302438855508607,2840.348904451645,0.10327978989800281
HIST1H4J,0.0027908839,-9.774793255677111e-05,2761.669198576761,0.00012215232394796312
CCDC153,0.20819896,0.3936483226509781,2735.421760447849,0.005191473767788432
SYCE3,0.0022050345,-7.949581260894226e-05,2711.280963894176,0.00012215232394796312
WIPF3,0.2623592,0.2917732457137565,2653.9434364613207,0.1367495266597447
OLFM1,0.8484509,0.2579398190898984,2652.0745662216505,0.4556281683259024
CDH1,0.0026305513,-0.0003255172211456,2560.916559777499,0.0003053808098699078
CAMK2A,0.9282426,0.2485683897672562,2455.8614684240965,0.4026751358944604
C030027H14RIK,0.002871115,-0.0001054035521124,2438.706866647175,0.00012215232394796312
PTK2B,0.35658953,0.2537471193155006,2381.5883521066644,0.18554938007695596
CAMK2N1,0.9443622,0.2427317323654629,2378.6308728033327,0.5884077444573383
SPINK8,0.26199278,0.2622231545950713,2248.988595587236,0.0354241739449093
CHN1,0.5365773,0.2324310595800101,2224.7326859911736,0.3726256642032615
SNCA,0.66761273,0.2415861493828985,2220.9077720041823,0.25145055884688206
CPNE6,0.1974628,0.2442548766226913,2205.0471484498994,0.11598363158859097
C1QL2,0.350265,0.2595796583857376,2130.9628537397966,0.042325780247969215
GRIA1,0.54403245,0.2358969494809327,2057.538139799064,0.25151163500885604
CAMK2B,0.5360725,0.2070305124787286,2050.4098162449664,0.34550784828681363
FAM131A,0.34001127,0.2465965344740439,2021.940621306985,0.19013009222500457
NPHS1OS,0.0022167028,-0.0001364423170316,2016.8819407626945,0.00012215232394796312
C1S2,0.0022971404,-0.0001822227202597,1984.6632649430903,0.00018322848592194468
CHGB,0.4353723,0.2121535895363534,1971.7584019073583,0.3003725645880413
FABP12,0.0021630672,-6.285071780571241e-05,1922.4307531616723,6.107616197398156e-05
NPTX1,0.40782118,0.2094915426069021,1912.0277783904585,0.11696085018017467
PPP3R1,0.47723502,0.199575728335257,1896.665454228245,0.3533255970194833
ENC1,0.4116832,0.2205098955659448,1880.930391044336,0.2125450436694558
DDN,0.8544748,0.21222163007829,1860.774123658126,0.2112624442680022
TMSB4X,0.73967063,0.1497777193611591,1849.1169677718208,0.609356868014414
NPTXR,0.27392006,0.188614513521682,1837.7978960846667,0.13161912905393025
TNNT1,0.50380564,0.2321080704331487,1804.2687082248049,0.06913821535454712
ATP2B1,0.6027364,0.2227262442566191,1782.417923547233,0.3466682953643193
CPLX2,0.6293528,0.1927333748118526,1753.8093718587006,0.24754168448054725
MEF2C,0.7670872,0.2351080252973643,1749.183067341546,0.20539913271849997
PRKCB,0.6591518,0.2123617970412392,1744.204872921444,0.3019605447993648
PRKCD,0.3766556,0.2652876519824556,1737.6630958459646,0.07365785134062175
SYN2,0.46249992,0.1786753742628081,1727.69212916962,0.2783240701154339
HBB-BS,0.45602795,0.2929744789823791,1721.2272052434892,0.02711781591644781
FIBCD1,0.15090714,0.2070367946317279,1712.727822870529,0.02320894155011299
LY9,0.0023329563,-0.0001807043608914,1711.7667387415568,0.00018322848592194468
DKK3,0.40245998,0.1968365766751916,1692.9656010392882,0.1611799914493373
NCDN,0.56863904,0.1795397531541608,1688.503677911176,0.36010505099859524
TMEM212,0.037090722,0.3404427639932442,1670.8870754658549,0.003420265070542967
NCALD,0.59886086,0.1920704917231691,1669.1626518827725,0.3092286080742686
PLP1,0.7211141,0.3553087488093733,1656.2761525258393,0.4627130031148843
GRIA2,0.3774969,0.1951582225624248,1632.746139153991,0.3053808098699078
SNAP25,0.680066,0.2405683398374761,1624.96298023302,0.6372075978745496
GABRA5,0.193831,0.1980806214190011,1622.3790685275435,0.09442374641177548
2010300C02RIK,0.15431857,0.2039604071720629,1610.3260246984885,0.10523422708117022
ARF3,0.5003419,0.1555936530101174,1605.8802627271143,0.3725035118793135
MBP,0.9087819,0.2819311963553995,1572.675834032907,0.5436389177304098
ITPKA,0.3322171,0.1787268022456407,1527.7285437591654,0.11549502229279912
CALB2,0.45326707,0.2533325512139263,1496.4470849536174,0.02827826299395346
NNAT,0.87467706,0.1740024418656611,1495.7513892011175,0.09833262077811031
CALM2,0.51324105,0.1649299473110332,1487.2783562273253,0.6120442191412692
GPM6A,0.6415386,0.1548292967684491,1476.1888045232115,0.4330910645575032
WASF1,0.17121279,0.1719525556952702,1467.5020574889368,0.17235692909057596
CAMKV,0.38853136,0.1508279428599959,1422.3262763324583,0.18396139986563245
RTN1,0.4354683,0.1636526278707972,1415.477401746437,0.4155622060709705
DLGAP1,0.54136354,0.1594318663125445,1414.8013453043604,0.31173273071520186
LPPR4,0.14661533,0.1732855938659396,1412.8364629275584,0.16130214377328528
CNKSR2,0.27858084,0.1634665029916134,1412.6225467580753,0.18041898247114152
CALM1,0.59541786,0.1468031694092402,1399.6356908911985,0.7754229524216698
CCK,0.67185557,0.1838961770408497,1388.5474154058977,0.2929823489891895
HS3ST4,0.59668475,0.1472749340760315,1372.23166994436,0.11463995602516337
RP24-428N8.5,0.00215408,-0.0001679753957921,1325.117482927497,0.00018322848592194468
EPHA4,0.24608672,0.1608060905274611,1320.383062066507,0.1661882367312038
ST6GALNAC5,0.24140082,0.1598111275338851,1301.1141308135248,0.12600012215232395
GM8888,0.0021508662,-9.367373291174764e-05,1287.0618575759072,0.00012215232394796312
MT-ND1,0.63433695,0.14475818404681,1286.7597842769685,0.9397178281316803
TCF4,0.621854,0.1335062973180913,1268.426640073485,0.28815733219324496
ITM2C,0.54444784,0.1200663168467679,1255.7479794682113,0.43394613082513894
BCL11B,0.18021846,0.1635202941423641,1252.092247062148,0.08306358028461491
TMEM52,0.0030426593,0.0146495856631281,1248.349131406445,0.0006107616197398156
PRKCE,0.35868013,0.1454971574399113,1247.921549219729,0.23599828986746474
DAW1,0.0030677742,-0.0005164629553343,1225.1069903852622,0.0004886092957918525
ZIC1,0.54280835,0.1707341058847833,1224.2310395268305,0.0635802846149148
ZBTB20,0.52199215,0.1202790854669984,1214.263583066513,0.18994686373908265
ATP1B1,0.566307,0.183367077152351,1208.4087787485623,0.5526781897025591
WFS1,0.29481423,0.1573504443868313,1203.0902522768974,0.031881756550418375
ARPC2,0.31775445,0.1287185160223627,1198.5814306954417,0.2400293165577475
3110035E14RIK,0.60735744,0.1664386558701228,1171.2373554561018,0.12374030415928663
4933408J17RIK,0.0021140606,-0.0001383250258448,1170.6016136949402,0.00018322848592194468
HBB-BT,0.11803843,0.2167094610101509,1166.828866071186,0.006901606303059916
OCIAD2,0.4240755,0.1107391124022228,1162.2526597267424,0.17400598546387344
BASP1,0.45103985,0.14225116101433,1160.061432481125,0.40456849691565383
SPARC,0.9509714,0.1669194208411711,1145.762413227243,0.21901911683869785
SYT1,0.63255244,0.1623245220075762,1145.0723127921228,0.44817687656507665
LMO4,0.57750595,0.1426484737424595,1142.795946932927,0.2046662187748122
MMD,0.18171142,0.1247838121558725,1140.797815563552,0.14310144750503878
NRN1,0.5192632,0.1303454228160155,1137.5738256218992,0.21596530873999878
EPHA7,0.19420448,0.1604677512499602,1135.658303849852,0.09228608074268613
