g,imp_sumup_norm,I,LLR,n_cells_by_counts_norm
1500015O10RIK,0.15981853,0.4890815942627946,9610.082143239231,0.026111063962205437
HPCA,0.85210484,0.4364905099945689,9292.032953596034,0.4176355766782653
NRGN,0.8315644,0.4290003267313385,7688.491507335493,0.377210104953464
PLP1,0.4912475,0.4250601466522353,3780.746142873206,0.5477948456816317
CCDC153,0.39211446,0.4208237285830791,5986.846006886968,0.023480155025601857
TTR,1.5979209,0.3861609297230632,10171.3698411168,0.34320631418144787
TAC2,0.3980739,0.3821439120252242,6540.67906437505,0.040425471724801265
PCP4,1.0069218,0.3684336273825156,5480.306669766083,0.5594500551642196
MBP,0.59835064,0.3617287640323469,4159.354115412098,0.589974256697502
KCNJ13,0.0106189465,0.3554265052534502,5780.496216823951,0.008486803021301876
NWD2,0.17818485,0.341689224079803,5707.433814162276,0.0559563212537837
SST,0.89520127,0.3386234879537165,3521.290359017836,0.07844634926023367
C1QL2,0.22288649,0.335183412274275,5318.1538232339335,0.031627485926051656
FOLR1,0.01295936,0.3286416808912013,5288.999787170567,0.011344026705140174
IGF2,0.13671409,0.3241440688121746,5026.465807342098,0.02452686073156242
H2-AB1,0.047434926,0.321912784431307,2579.343488725499,0.0023480155025601855
GM5741,0.25437707,0.321396695719189,6115.001288782791,0.034909049760955047
PKLR,0.0017698029,0.3177631094507028,1058.5346570827096,8.486803021301876e-05
H2-AA,0.008022605,0.3115996125013826,2451.78135119364,0.0018670966646864126
ENPP2,0.37486872,0.3054825586883027,5863.697643151711,0.12303035446547286
CALB2,0.9536759,0.3039960924847367,4676.630484989604,0.10795213443095986
TMEM212,0.024557376,0.3026909026264116,3347.3935487445638,0.013324280743443944
DDN,0.91707015,0.2993598071070606,4575.789540056474,0.25474553735607797
KCNE2,0.0030376604,0.2961029838059796,4903.114975421282,0.007581544032363009
SOSTDC1,0.009385496,0.2943331618405857,4314.758752249585,0.012079549633653004
MAL,0.35486186,0.293689036191321,2063.2886333152564,0.1963846219129254
MOBP,0.55362684,0.2928116833147818,2956.728328132529,0.3340122775750375
GNG8,0.3193026,0.2892318149177961,4887.518164224133,0.03663469970861976
WIPF3,0.48825026,0.289051789580715,5238.234030610802,0.14003224985148094
PTGDS,0.6496323,0.2884972447369692,2479.97647996476,0.4546380378511415
PPP3CA,0.5928791,0.2878926964429289,5021.779445755856,0.45183739285411184
CALML4,0.039685223,0.2872314435051694,4454.620926798456,0.01584203230643017
PRKCD,0.39946046,0.281473124863711,3495.7086584157405,0.10155874282157912
GPR151,0.19479914,0.2719947867521743,3872.975006116714,0.025601855780927326
NNAT,0.7892412,0.2674784961574857,4396.550423345467,0.1394098842965855
MEG3,0.5944248,0.264279762695797,2411.8252417846816,0.5350646411496789
RARRES2,0.075173974,0.2618203296897011,3248.4843935984354,0.027497241789018075
RSPH1,0.026208466,0.260947090360456,3364.1475618470904,0.019208464171546577
CNP,0.36912608,0.2595711756526291,1956.6673382137303,0.23641404283006592
NPY,0.69002813,0.2577897611111761,2236.970084699082,0.06636679962658067
ZIC1,0.3758986,0.2503926128762682,4158.953130101858,0.1295651927918753
POU4F1,0.015907656,0.2503036191529093,3915.930222544172,0.025036068912840534
F5,0.0032289233,0.2494604879116237,2810.9734921023046,0.004696031005120371
CAMK2A,0.61907244,0.2462179172819624,3537.2233951352173,0.44561373730515713
NEUROD6,0.20582661,0.2438576978273268,4024.5934816165054,0.09055418823729101
SCUBE1,0.07649313,0.2426017692797681,3970.0318558130657,0.038416928343093154
PTK2B,0.38159722,0.2396155174407739,4159.905571576404,0.17842088885116977
CLDN11,0.23983723,0.2392664224841131,1615.3636794161685,0.13957962035701152
SNCG,0.32098514,0.2362843945750606,3774.2557001935375,0.03753995869755863
APOD,0.48047376,0.2358282958605027,1499.740655934169,0.20478655690401426
KIF5A,0.7331266,0.2350063289839058,2316.489988912501,0.6250247531754788
CLIC6,0.0031885807,0.234386153709357,3639.339163524586,0.006987467820871877
SNAP25,0.52011156,0.2343147587280793,2822.7830855895736,0.6012334153724292
CRYM,0.68819976,0.23407648859277,3869.701975145399,0.09202523409431668
TNNT1,0.6266124,0.2330848206000087,3300.3320466652003,0.07742793289767745
