0,21198
1,26582
2,3464
3,11281
4,9021
5,12469
6,29707
7,846
8,21844
9,16575
10,5216
11,21530
12,6331
13,11754
14,32575
15,3542
16,28258
17,3421
18,29195
19,25144
20,10999
21,17309
22,27133
23,29024
24,6538
25,8798
26,18215
27,27712
28,8006
29,27618
30,31429
31,16284
32,27382
33,13234
34,35184
35,23341
36,12958
37,16231
38,28770
39,9554
40,13031
41,213
42,31037
43,22936
44,33855
45,19192
46,7499
47,27228
48,18148
49,15764
50,30123
51,33505
52,1380
53,3820
54,14827
55,16446
56,32421
57,14478
58,6821
59,22899
60,14229
61,11666
62,29025
63,19792
64,25067
65,23599
66,4845
67,8192
68,24946
69,28784
70,13650
71,23359
72,15511
73,32299
74,7847
75,16712
76,12415
77,12624
78,4743
79,28642
80,31480
81,25481
82,7896
83,11582
84,2464
85,19100
86,10957
87,9427
88,29686
89,14470
90,14246
91,8088
92,13775
93,17409
94,6729
95,4361
96,1917
97,4070
98,31273
99,32268
100,30601
101,5783
102,17460
103,7591
104,15774
105,2010
106,17547
107,16041
108,12946
109,13522
110,29640
111,32563
112,23706
113,32835
114,26106
115,2767
116,796
117,8487
118,11763
119,19301
120,782
121,23769
122,26936
123,3774
124,26847
125,25501
126,32670
127,27588
128,29055
129,8033
130,14789
131,6586
132,24297
133,30690
134,4341
135,9553
136,17214
137,12505
138,166
139,30209
140,8256
141,8959
142,21116
143,12115
144,31528
145,7231
146,6391
147,16042
148,29098
149,25142
150,26551
151,12686
152,4949
153,22761
154,4987
155,19778
156,5569
157,13957
158,15841
159,2298
160,12918
161,34325
162,27627
163,6545
164,27546
165,3734
166,26185
167,14004
168,2946
169,21674
170,2822
171,25168
172,26790
173,17570
174,27377
175,5651
176,4568
177,5830
178,1950
179,10324
180,34036
181,32705
182,14843
183,31636
184,10910
185,29902
186,22896
187,10133
188,15684
189,31789
190,14909
191,1639
192,16217
193,10146
194,17551
195,883
196,1452
197,3322
198,20886
199,32221
200,4242
201,31413
202,8016
203,18490
204,29504
205,5685
206,12085
207,3160
208,20643
209,22984
210,21849
211,155
212,32505
213,4980
214,31499
215,843
216,16707
217,22314
218,34595
219,32933
220,27272
221,17301
222,25321
223,18883
224,9930
225,12627
226,16098
227,17164
228,3518
229,34349
230,76
231,21493
232,35060
233,21204
234,8406
235,20511
236,34292
237,11581
238,32657
239,169
240,6406
241,18497
242,33946
